Id	Time	MeanValence	MeanArousal
0	0	2.9999999999999997e-05	0.09546698047505
1	5	-0.00013483366181799998	0.1214213957405
2	10	-0.011858397338442	0.13578801539430002
3	15	-0.082322079234084	0.15015746827600002
4	20	-0.21288057349986	0.17196110037580004
5	25	-0.36020730376890003	0.22003928965820002
6	30	-0.5016465160195	0.3011146991255
7	35	-0.5893286313724999	0.39832446943739996
8	40	-0.6247862227333	0.4906130950191
9	45	-0.6493072133397	0.5659480861339
10	50	-0.6695994924623	0.6232735209692001
11	55	-0.6849087817568	0.6522879493366001
12	60	-0.6923477826733001	0.6496879421268
13	65	-0.6938203146794001	0.6323088195790999
14	70	-0.694026502842	0.6118490156726001
15	75	-0.6954408774233001	0.5938487120097999
16	80	-0.6979875705017001	0.5871680989612
17	85	-0.6960414090959999	0.5918468581024
18	90	-0.6649257880791002	0.5990906821601001
19	95	-0.6045648727301001	0.6107436936681999
20	100	-0.5330404705477999	0.6289717535520001
21	105	-0.4596502217336999	0.6494941756677
22	110	-0.41572880706650006	0.6708377205808
23	115	-0.4003744180193	0.6868409502385
24	120	-0.3956784959352	0.6929441106277
25	125	-0.4027519808589	0.6951913971963999
26	130	-0.41615658511080006	0.6966015519715999
27	135	-0.4333952590257	0.7065943073727999
28	140	-0.4523943993102	0.7286123766032999
29	145	-0.4660598231039	0.7459645161219999
30	150	-0.47288859636450004	0.7557642113011999
31	155	-0.4753533507619001	0.7557225292201
32	160	-0.4754303401630001	0.7440194568143
33	165	-0.4754303401630001	0.7388672144567001
34	170	-0.4754303401630001	0.7425092606845001
35	175	-0.4754303401630001	0.7463650899987001
36	180	-0.4863909223439	0.7565623652741
37	185	-0.5189661885936999	0.7767258901149
38	190	-0.5629650705321	0.7724292409701
39	195	-0.6073193108889001	0.7335147265089998
40	200	-0.6408692672565001	0.6916966684071
