Id	Time	MeanValence	MeanArousal
0	0	0.00051369832990146	0.15069858718799997
1	5	0.01121106048437146	0.13208582813679998
2	10	0.02585329044311	0.11106285770044
3	15	0.02952527619932	0.08221509892674
4	20	0.022756967683641	0.06769157655018002
5	25	-0.0077862914559019974	0.07290905165089001
6	30	-0.051232786005663	0.08048427946838001
7	35	-0.08399756658947001	0.09297924257083
8	40	-0.10678119016576999	0.12444719285446
9	45	-0.11605808800809998	0.1680147430159
10	50	-0.11637117930999999	0.2116932519188
11	55	-0.11637117930999999	0.2465698004527
12	60	-0.11637117930999999	0.2597180532766
13	65	-0.11637117930999999	0.25982901201799996
14	70	-0.116705482347	0.25982901201799996
15	75	-0.12474366651060001	0.26225069011
16	80	-0.14860436629449997	0.27305253737650004
17	85	-0.18366986341780003	0.306696519195
18	90	-0.2232322598849	0.3701655680462
19	95	-0.2572082559174	0.4447529877819
20	100	-0.27539987444919994	0.5115588637565
21	105	-0.28238669564150004	0.5555226051790999
22	110	-0.2845423144532	0.5696612795687999
23	115	-0.284580452573	0.5707548245885998
24	120	-0.284580452573	0.5736272304464
25	125	-0.284580452573	0.5785641415061
26	130	-0.284580452573	0.5836829911231002
27	135	-0.284580452573	0.5883069211334999
28	140	-0.284580452573	0.5905533648926999
29	145	-0.284580452573	0.5907353034499999
30	150	-0.284580452573	0.5907353034499999
31	155	-0.28508345306349997	0.5907353034499999
32	160	-0.2889122641287	0.5907353034499999
33	165	-0.3043983390708999	0.6069460045598
34	170	-0.35338324213620004	0.6589346588498001
35	175	-0.4389701830388	0.736870176247
36	180	-0.5357269344527	0.8206406970981
37	185	-0.6216343026659	0.8616215868427999
38	190	-0.6534241403502	0.7815161254149
39	195	-0.6191149680457	0.6117745445106
40	200	-0.5706428935214001	0.44562701906889995
