Id	Time	MeanValence	MeanArousal
0	0	2.9999999999999997e-05	2.9999999999999997e-05
1	5	0.0	0.0
2	10	-0.00831948159516	0.0
3	15	-0.05443562461311	-0.00312477044773927
4	20	-0.10077543223694999	-0.01638794918920927
5	25	-0.121818315013	-0.02241448472114
6	30	-0.16230822103159998	-0.00993754327926
7	35	-0.1947977317594	0.014898580913120001
8	40	-0.23821158973260004	0.06006863840073999
9	45	-0.3102738548832	0.10362021112473
10	50	-0.35618922533650005	0.1550743020733
11	55	-0.3869229430733	0.2423868148855
12	60	-0.4196811223101	0.3415716069334
13	65	-0.4518978631428999	0.4419373359371
14	70	-0.49018635057879995	0.5001874610674
15	75	-0.5272942139365	0.4901627054274999
16	80	-0.5712802586777	0.48255629595839994
17	85	-0.6375581464859	0.5008643955300001
18	90	-0.713101605901	0.5394839946437
19	95	-0.7805517434817	0.6073081071219001
20	100	-0.8279512263277999	0.6598473290974
21	105	-0.8502488221807001	0.6590657723972
22	110	-0.8555894896829999	0.6083200372287
23	115	-0.8555894896829999	0.5309614483158999
24	120	-0.8555894896829999	0.4683845992731001
25	125	-0.8555894896829999	0.47049014937950007
26	130	-0.8555894896829999	0.5433201559864
27	135	-0.8557313779457999	0.6241895842046999
28	140	-0.8646751855867999	0.6469237055003999
29	145	-0.8872010488427	0.6008081816114001
30	150	-0.9146489365982001	0.5240382401096999
31	155	-0.9419549360911998	0.45782790638020004
32	160	-0.9604641595896002	0.4172895179156
33	165	-0.9654855898644998	0.3910544257323
34	170	-0.96570349128	0.3463939063297
35	175	-0.9659507693275	0.270730252497
36	180	-0.9661929039916	0.19202281724170003
37	185	-0.9663407762640001	0.13922950011909999
38	190	-0.966370152896	0.11300917789053999
39	195	-0.966370152896	0.09845614411649001
40	200	-0.966370152896	0.09297282455814002
