Id	Time	MeanValence	MeanArousal
0	0	2.9999999999999997e-05	2.9999999999999997e-05
1	5	0.0	0.0
2	10	-0.00044495663590238006	0.0
3	15	-0.00711845382240638	-0.003205449500644
4	20	-0.026101456023484005	-0.041284709038493995
5	25	-0.05199859750475	-0.11841607176284999
6	30	-0.07783900053043	-0.2042492390549
7	35	-0.09745086300536002	-0.29342671829620004
8	40	-0.10475322046569999	-0.3535061972701
9	45	-0.10514143864599998	-0.35239058402339996
10	50	-0.1049756834938	-0.2975596891383
11	55	-0.10353297156229999	-0.21385265500479997
12	60	-0.1062210541835	-0.12436981110148002
13	65	-0.12101842279649999	-0.05662587588929
14	70	-0.1430252820655	-0.030181223420039992
15	75	-0.1664855438057	-0.02202692364403
16	80	-0.1843954261138	-0.013505354525958002
17	85	-0.18266816989350002	-0.007025174036866
18	90	-0.16708993477780004	-0.005648313306375001
19	95	-0.1506362782358	-0.010129594957669
20	100	-0.13560220657310001	-0.019073180508721997
21	105	-0.1280959874467	-0.028780188263449996
22	110	-0.127397011712	-0.03912222936207001
23	115	-0.127397011712	-0.05379350384027
24	120	-0.127397011712	-0.06864032764226
25	125	-0.127397011712	-0.08121245866905999
26	130	-0.127397011712	-0.09176043092115001
27	135	-0.127397011712	-0.09615705251742002
28	140	-0.127397011712	-0.09628309023220001
29	145	-0.1377211915655	-0.09419905800518999
30	150	-0.15333266280419997	-0.08325986372111999
31	155	-0.16166692892649998	-0.065065170037
32	160	-0.16776087840079998	-0.04534344693583999
33	165	-0.1635306480216	-0.022478676871102995
34	170	-0.1540131262571	-0.0038467629281116094
35	175	-0.15177280960900003	0.00796753820658639
36	180	-0.15177280960900003	0.018685836497825
37	185	-0.15177280960900003	0.027931665735859996
38	190	-0.15177280960900003	0.03671716152411
39	195	-0.15236422682550002	0.051070233777429995
40	200	-0.1634920727895	0.0760874689524
41	205	-0.1888749944727	0.10564116696407999
42	210	-0.2212670507106	0.133395850104
