Id	Time	MeanValence	MeanArousal
0	0	0.032350229867897	-0.002067509974847
1	5	0.05607164229714	-0.039286478222887
2	10	0.06828022951279002	-0.11863521405454
3	15	0.06513960806567	-0.1743132901135
4	20	0.06928335910964	-0.1839548716975
5	25	0.09327402382591	-0.14711462474199002
6	30	0.13357662198700998	-0.0678193680439319
7	35	0.1865151374335	-0.012444078941357701
8	40	0.21840043747050003	-0.0016519609138578
9	45	0.223088400031	-0.002419504755099
10	50	0.2181520841887	-0.0032713266544700005
11	55	0.20785055374160005	-0.0006742771740634375
12	60	0.2015212118789	0.009006651364549562
13	65	0.19959295736349997	0.022633969640099998
14	70	0.20260101869049998	0.03648543382963
15	75	0.20789416806990002	0.047028229554590004
16	80	0.19761376447520002	0.051022227889009994
17	85	0.15978944147580001	0.0513482329965
18	90	0.0868933371556786	0.05229800814711
19	95	-0.008048145152061403	0.057560645406970014
20	100	-0.09606380137354001	0.06647810579818
21	105	-0.1609368464014	0.0756873023621
22	110	-0.18846922815470002	0.08394672377538
23	115	-0.1829149853425	0.08789328307939999
24	120	-0.1580078790383	0.0881850192521
25	125	-0.11944783907178999	0.0881850192521
26	130	-0.07820907396223001	0.0881850192521
27	135	-0.039898815055828	0.08353424417791999
28	140	-0.009934731036678	0.06871265878916999
29	145	0.007955158078679001	0.048373526405379993
30	150	0.020897440096719004	0.028036882266932
31	155	0.028807108292100002	0.012351013202691002
32	160	0.028986269662470004	0.006835954453003999
33	165	0.022774559075749996	0.00683844269833
34	170	0.013003855088981001	0.00683844269833
35	175	0.0030871552408191006	0.00683844269833
36	180	-0.0054301880833159	0.00683844269833
37	185	-0.009135177344769001	0.00683844269833
38	190	-0.00928117320617	0.00683844269833
39	195	-0.00928117320617	0.00683844269833
40	200	-0.00928117320617	0.00683844269833
41	205	-0.008508441940181	0.00683844269833
42	210	0.0005579006610238997	0.00683844269833
43	215	0.0190436754765599	0.00683844269833
44	220	0.045647978623679995	0.0053359720660669996
45	225	0.08304903669119	-0.005493884632393
46	230	0.11750599342335	-0.025228843178375
47	235	0.14768009277139998	-0.04604398813795001
48	240	0.18006555908430003	-0.06535666246527
49	245	0.20226475289789997	-0.07534195072640001
50	250	0.19282019293549998	-0.07644323455103
51	255	0.15229906083219996	-0.07535802145968
52	260	0.09772993159709001	-0.07593146897775001
53	265	0.0384918563456369	-0.08112099602298
54	270	0.0016783091825639002	-0.08762245703478999
55	275	-0.010041465550093	-0.08716438268297
56	280	-0.01804313844736	-0.07208789768381
57	285	-0.02328190950542	-0.04694329593860999
58	290	-0.03039896008259	-0.0204045093955286
59	295	-0.022919011086367003	-0.0016844828674236003
60	300	0.008627285563233	0.006007103803620001
61	305	0.04578682094645999	0.012095657544975
62	310	0.08869435153665998	0.0218934762792
63	315	0.11785110743357999	0.033049847616179996
64	320	0.12294151567699999	0.0422749087723
65	325	0.1240570339763	0.047650965639219986
66	330	0.13610141412829999	0.05006478004993999
67	335	0.1602525394152	0.05320985706471
68	340	0.1866970662835	0.057918821532090006
69	345	0.21202607485249997	0.06266294835119
70	350	0.2264262215687	0.06659889921335001
71	355	0.22201169207699997	0.06819794901768002
72	360	0.18639558998400002	0.06823311136940001
73	365	0.12691092852297997	0.06823311136940001
74	370	0.07497548222978001	0.06823311136940001
75	375	0.05326474240197	0.06823311136940001
76	380	0.07726067248645	0.06823311136940001
77	385	0.12762442002767999	0.06823311136940001
78	390	0.17043895240110002	0.06823311136940001
79	395	0.1854648144891	0.06944872640251
80	400	0.1791140716393	0.07303640944977
81	405	0.188677422796	0.07778054547806999
82	410	0.21724077779889997	0.08252468150636999
83	415	0.2503564682933	0.08602654954046998
84	420	0.28805026483330004	0.08432457929956
85	425	0.3073307092783001	0.07337423041943
86	430	0.30761114987700006	0.05556584081608
87	435	0.30761114987700006	0.03621287180901
88	440	0.30761114987700006	0.019691673062790002
89	445	0.30761114987700006	0.011262399974730003
90	450	0.30761114987700006	0.009691167609900003
91	455	0.30761114987700006	0.009691167609900003
92	460	0.30761114987700006	0.009880274456790001
93	465	0.30761114987700006	0.01793167023749
94	470	0.30761114987700006	0.03769415870996
95	475	0.30761114987700006	0.06317280660284999
96	480	0.3018415589374	0.09091684723859002
97	485	0.27634627589660005	0.11157484971465
98	490	0.23346733365449998	0.1204377046846
99	495	0.18050071295640002	0.11663988647550001
100	500	0.12627577677401	0.09875083037584999
101	505	0.09140874668566999	0.07530924414548999
102	510	0.07392537579886	0.05195171272936999
103	515	0.06652968336790001	0.03553869507173
104	520	0.06377198342503	0.030762415714999998
105	525	0.05452312582976	0.030762415714999998
106	530	0.046530250664910004	0.030762415714999998
107	535	0.04986984231958	0.030762415714999998
108	540	0.061207849347480005	0.028891875639839998
109	545	0.07940584680776	0.0158589609086029
110	550	0.09634786183778	-0.0078642793993171
111	555	0.10195741004830002	-0.03298601070301
112	560	0.09918337785656	-0.05623720193153
113	565	0.07984443119644999	-0.06832601850395
114	570	0.04523767468642	-0.0697245094997
115	575	0.009151897057692	-0.0697245094997
116	580	-0.024158801606667998	-0.0697245094997
117	585	-0.041384664631720004	-0.0697245094997
118	590	-0.04444457415349	-0.0697245094997
119	595	-0.04664828684691	-0.06901875017258
120	600	-0.04885199954033	-0.06427043251522
121	605	-0.05268315295426999	-0.05576280904474
122	610	-0.05940667723304001	-0.04683267876430001
123	615	-0.0705539612524	-0.038608307811
124	620	-0.08870183821532	-0.034426495187950004
125	625	-0.10867915632421002	-0.034003988378
126	630	-0.12475639779720002	-0.033025470361599994
127	635	-0.13491793269129998	-0.029545513806629998
128	640	-0.129321899046	-0.02453247871678
129	645	-0.10682038873533999	-0.019509285614199998
130	650	-0.07523789348259	-0.01546461052801
131	655	-0.04058564824807	-0.013921373980409999
132	660	-0.014531900713191001	-0.0139112159677
133	665	0.0078109559169	-0.0139112159677
134	670	0.035641834282321	-0.015571494621989998
135	675	0.06386152342274	-0.026971086846899993
136	680	0.08465934641046999	-0.05033293860599001
137	685	0.08892936686725	-0.08119908646314002
138	690	0.07770555778801999	-0.11450214391121001
139	695	0.06252958463200001	-0.1377908888785
140	700	0.05884703613473	-0.14239221540410002
141	705	0.06780557225646999	-0.1333045150944
142	710	0.07820621080718	-0.11990893903469999
143	715	0.07693499168248999	-0.1067883618855
