Id	Time	MeanValence	MeanArousal
0	0	-0.0016560086690516	-0.0009197891896535002
1	5	-0.0063930290109666	-0.0011720782849507002
2	10	-0.012622068046995	-0.0012640364988761
3	15	-0.015899117140067	-0.00030600285678440003
4	20	0.0013796809634590006	0.0016764734894656997
5	25	0.039004276906586	0.003730311828427
6	30	0.07965608329963	-0.0008676430030830001
7	35	0.11734132403549	-0.019574624119586
8	40	0.13606620166400002	-0.029092252621289994
9	45	0.1378152288303	-0.02447961766553
10	50	0.1384303052536	-0.02269880441977
11	55	0.138917552317	-0.014547720163772999
12	60	0.13930830826979998	-0.016521695034342997
13	65	0.1395134757983	-0.03235093375204
14	70	0.1394360268118	-0.03861427461537
15	75	0.1392343703041	-0.04743061113449
16	80	0.1390278396737	-0.08689736060769
17	85	0.13884497745349997	-0.15204879411729003
18	90	0.1387605064258	-0.2213691683011
19	95	0.13875563230299998	-0.2813345659991
20	100	0.13875563230299998	-0.31060944690770004
21	105	0.13875563230299998	-0.3147703890847
22	110	0.1387048257678	-0.3198110662479
23	115	0.13855075391730004	-0.33122149185829997
24	120	0.13834422328690002	-0.3444159653141
25	125	0.13813769265640002	-0.35738295048940005
26	130	0.13798196856100003	-0.36553674678240006
27	135	0.13792950978100002	-0.36732079462800005
28	140	0.13792950978100002	-0.36732079462800005
29	145	0.13792950978100002	-0.36732079462800005
30	150	0.13792950978100002	-0.36732079462800005
31	155	0.13792950978100002	-0.36732079462800005
32	160	0.13809024884920001	-0.3667626219721
33	165	0.1419314397506	-0.346196427466
34	170	0.1506771982399	-0.29528566305889997
35	175	0.1608078115521	-0.23346563122689998
36	180	0.1707776857962	-0.17182362574349996
37	185	0.17706710820710003	-0.12966758977059997
38	190	0.17845196303000002	-0.11769967094849998
39	195	0.17845196303000002	-0.11664101955169999
40	200	0.17845196303000002	-0.1159625144622
41	205	0.17845196303000002	-0.115806061712
42	210	0.1767152450983	-0.115806061712
43	215	0.16887533390710002	-0.11547883387119999
44	220	0.1564729496035	-0.11454183448390001
45	225	0.14387456751509997	-0.10577085993159
46	230	0.1330129033586	-0.07960599682014
47	235	0.12825443246169999	-0.04385651705735
48	240	0.12805843467699998	-0.008647421448705998
49	245	0.12805843467699998	0.016738283335704
50	250	0.12805843467699998	0.012533483332694495
51	255	0.12805843467699998	-0.017231411809415502
52	260	0.12805843467699998	-0.052473245983710004
53	265	0.12805843467699998	-0.08569216606067
54	270	0.12835222269699997	-0.10671446990936
55	275	0.1314505038199	-0.11643423883590003
56	280	0.13698104996190003	-0.13449385464590002
57	285	0.13430088109139998	-0.1624059075551
58	290	0.1221787652502	-0.19073521632700002
59	295	0.1094032565917	-0.214718809374
60	300	0.09748874011255	-0.22495500389750003
61	305	0.09391121155655999	-0.22694892182989998
62	310	0.09948184195081003	-0.2391526465969
63	315	0.10290137205940002	-0.2596865347866
64	320	0.10302764497000003	-0.27402085678609994
65	325	0.10302764497000003	-0.28195140625389997
66	330	0.10302764497000003	-0.2867590624341
67	335	0.10302764497000003	-0.2914699803751
68	340	0.10302764497000003	-0.30376193880399993
69	345	0.10302764497000003	-0.3208810076948
70	350	0.10302764497000003	-0.3304959071762
71	355	0.10302764497000003	-0.331877381474
72	360	0.10302764497000003	-0.331877381474
73	365	0.10302764497000003	-0.33437556149959996
74	370	0.10302764497000003	-0.34600222480070003
75	375	0.10302764497000003	-0.36463849399770004
76	380	0.10302764497000003	-0.3836540658406001
77	385	0.10302764497000003	-0.40017145765800005
78	390	0.10302764497000003	-0.4075603662000001
79	395	0.10302764497000003	-0.4079396688460001
80	400	0.10302764497000003	-0.4079936885227001
81	405	0.10302764497000003	-0.41442327543720003
82	410	0.10302764497000003	-0.43108276693729997
83	415	0.10302764497000003	-0.45165061546179996
