Id	Time	MeanValence	MeanArousal
0	0	2.9999999999999997e-05	2.9999999999999997e-05
1	5	-0.0009287094122269999	0.000356322712165
2	10	-0.010125389558778	0.006762884289548
3	15	-0.045754634816311	0.027223857036523004
4	20	-0.10891121615586001	0.06450018365664001
5	25	-0.1788883085735	0.13235988308080002
6	30	-0.24289459771059999	0.2429614932575
7	35	-0.2890988244536	0.3672040614204
8	40	-0.3164370625153	0.4784317940069
9	45	-0.3390389040267	0.560989957577
10	50	-0.3596626259874	0.5946136359303
11	55	-0.37558333174060005	0.6005419451280998
12	60	-0.38826820508559995	0.6026697360290999
13	65	-0.4048898904705	0.6025274004299999
14	70	-0.43266967213320007	0.6025274004299999
15	75	-0.46311891053180004	0.6025274004299999
16	80	-0.4887054856619001	0.6025274004299999
17	85	-0.5099414706387	0.6036519309365
18	90	-0.5224380518865999	0.6077724721217
19	95	-0.528781329796	0.6137881678584
20	100	-0.5294475459603	0.6198275379743999
21	105	-0.5050790365172	0.6251918510718
22	110	-0.4557146563031001	0.6297923983689999
23	115	-0.40180579355529994	0.6344640624844
24	120	-0.353841410976	0.6418019859288002
25	125	-0.328312708177	0.6543501918681001
26	130	-0.32504213569680007	0.6678367236014001
27	135	-0.32587240584400007	0.6793742323837001
28	140	-0.32587240584400007	0.6882218074573
29	145	-0.3255445377	0.6914096265476999
30	150	-0.3188767805361	0.691426874966
31	155	-0.31050199811199997	0.691426874966
32	160	-0.3086782687432	0.691426874966
33	165	-0.3136217404019	0.691426874966
34	170	-0.34494882057930004	0.6932061704896
35	175	-0.3987258485521	0.699654770495
36	180	-0.4527986494419	0.707319167436
37	185	-0.5037794486573001	0.6988912856112
38	190	-0.5361095120910001	0.6630978160372001
39	195	-0.5490662794205001	0.616377544269
40	200	-0.5561353313645999	0.5717758421838
